00080001, LengthToEnd, UL, 1, RET, true
00189232, MRAcquisitionPhaseEncodingStepsOutOfPlane, US, 1, , false
00189234, SpectroscopyAcquisitionPhaseColumns, UL, 1, , false
00189236, CardiacCyclePosition, CS, 1, , false
00189239, SpecificAbsorptionRateSequence, SQ, 1, , false
00189240, RFEchoTrainLength, US, 1, , false
00189241, GradientEchoTrainLength, US, 1, , false
00189250, ArterialSpinLabelingContrast, CS, 1, , false
00189251, MRArterialSpinLabelingSequence, SQ, 1, , false
00189252, ASLTechniqueDescription, LO, 1, , false
00189253, ASLSlabNumber, US, 1, , false
00189254, ASLSlabThickness, FD, 1, , false
00189255, ASLSlabOrientation, FD, 3, , false
00189256, ASLMidSlabPosition, FD, 3, , false
00189257, ASLContext, CS, 1, , false
00189258, ASLPulseTrainDuration, UL, 1, , false
00189259, ASLCrusherFlag, CS, 1, , false
0018925A, ASLCrusherFlowLimit, FD, 1, , false
0018925B, ASLCrusherDescription, LO, 1, , false
0018925C, ASLBolusCutoffFlag, CS, 1, , false
0018925D, ASLBolusCutoffTimingSequence, SQ, 1, , false
0018925E, ASLBolusCutoffTechnique, LO, 1, , false
0018925F, ASLBolusCutoffDelayTime, UL, 1, , false
00189260, ASLSlabSequence, SQ, 1, , false
00189295, ChemicalShiftMinimumIntegrationLimitInppm, FD, 1, , false
00189296, ChemicalShiftMaximumIntegrationLimitInppm, FD, 1, , false
00189297, WaterReferenceAcquisition, CS, 1, , false
00189298, EchoPeakPosition, IS, 1, , false
00189301, CTAcquisitionTypeSequence, SQ, 1, , false
00189302, AcquisitionType, CS, 1, , false
00189303, TubeAngle, FD, 1, , false
00189304, CTAcquisitionDetailsSequence, SQ, 1, , false
00189305, RevolutionTime, FD, 1, , false
00189306, SingleCollimationWidth, FD, 1, , false
00189307, TotalCollimationWidth, FD, 1, , false
00189308, CTTableDynamicsSequence, SQ, 1, , false
00189309, TableSpeed, FD, 1, , false
00189310, TableFeedPerRotation, FD, 1, , false
00189311, SpiralPitchFactor, FD, 1, , false
00189312, CTGeometrySequence, SQ, 1, , false
00189313, DataCollectionCenterPatient, FD, 3, , false
00189314, CTReconstructionSequence, SQ, 1, , false
00189315, ReconstructionAlgorithm, CS, 1, , false
00189316, ConvolutionKernelGroup, CS, 1, , false
00189317, ReconstructionFieldOfView, FD, 2, , false
00189318, ReconstructionTargetCenterPatient, FD, 3, , false
00189319, ReconstructionAngle, FD, 1, , false
00189320, ImageFilter, SH, 1, , false
00189321, CTExposureSequence, SQ, 1, , false
00189322, ReconstructionPixelSpacing, FD, 2, , false
00189323, ExposureModulationType, CS, 1-n, , false
00189324, EstimatedDoseSaving, FD, 1, , false
00189325, CTXRayDetailsSequence, SQ, 1, , false
00189326, CTPositionSequence, SQ, 1, , false
00189327, TablePosition, FD, 1, , false
00189328, ExposureTimeInms, FD, 1, , false
00189329, CTImageFrameTypeSequence, SQ, 1, , false
00189330, XRayTubeCurrentInmA, FD, 1, , false
00189332, ExposureInmAs, FD, 1, , false
00189333, ConstantVolumeFlag, CS, 1, , false
00189334, FluoroscopyFlag, CS, 1, , false
00189335, DistanceSourceToDataCollectionCenter, FD, 1, , false
00189337, ContrastBolusAgentNumber, US, 1, , false
00189338, ContrastBolusIngredientCodeSequence, SQ, 1, , false
00189340, ContrastAdministrationProfileSequence, SQ, 1, , false
00189341, ContrastBolusUsageSequence, SQ, 1, , false
00189342, ContrastBolusAgentAdministered, CS, 1, , false
00189343, ContrastBolusAgentDetected, CS, 1, , false
00189344, ContrastBolusAgentPhase, CS, 1, , false
00189345, CTDIvol, FD, 1, , false
00189346, CTDIPhantomTypeCodeSequence, SQ, 1, , false
00189351, CalciumScoringMassFactorPatient, FL, 1, , false
00189352, CalciumScoringMassFactorDevice, FL, 3, , false
00189353, EnergyWeightingFactor, FL, 1, , false
00189360, CTAdditionalXRaySourceSequence, SQ, 1, , false
00189361, MultienergyCTAcquisition, CS, 1, , false
00189362, MultienergyCTAcquisitionSequence, SQ, 1, , false
00189363, MultienergyCTProcessingSequence, SQ, 1, , false
00189364, MultienergyCTCharacteristicsSequence, SQ, 1, , false
00189365, MultienergyCTXRaySourceSequence, SQ, 1, , false
00189366, XRaySourceIndex, US, 1, , false
00189367, XRaySourceID, UC, 1, , false
00189368, MultienergySourceTechnique, CS, 1, , false
00189369, SourceStartDateTime, DT, 1, , false
0018936A, SourceEndDateTime, DT, 1, , false
0018936B, SwitchingPhaseNumber, US, 1, , false
0018936C, SwitchingPhaseNominalDuration, DS, 1, , false
0018936D, SwitchingPhaseTransitionDuration, DS, 1, , false
0018936E, EffectiveBinEnergy, DS, 1, , false
0018936F, MultienergyCTXRayDetectorSequence, SQ, 1, , false
00189370, XRayDetectorIndex, US, 1, , false
00189371, XRayDetectorID, UC, 1, , false
00189372, MultienergyDetectorType, CS, 1, , false
00189373, XRayDetectorLabel, ST, 1, , false
00189374, NominalMaxEnergy, DS, 1, , false
00189375, NominalMinEnergy, DS, 1, , false
00189376, ReferencedXRayDetectorIndex, US, 1-n, , false
00189377, ReferencedXRaySourceIndex, US, 1-n, , false
00189378, ReferencedPathIndex, US, 1-n, , false
00189379, MultienergyCTPathSequence, SQ, 1, , false
0018937A, MultienergyCTPathIndex, US, 1, , false
0018937B, MultienergyAcquisitionDescription, UT, 1, , false
0018937C, MonoenergeticEnergyEquivalent, FD, 1, , false
0018937D, MaterialCodeSequence, SQ, 1, , false
0018937E, DecompositionMethod, CS, 1, , false
0018937F, DecompositionDescription, UT, 1, , false
00189380, DecompositionAlgorithmIdentificationSequence, SQ, 1, , false
00189381, DecompositionMaterialSequence, SQ, 1, , false
00189382, MaterialAttenuationSequence, SQ, 1, , false
00189383, PhotonEnergy, DS, 1, , false
00189384, XRayMassAttenuationCoefficient, DS, 1, , false
00189401, ProjectionPixelCalibrationSequence, SQ, 1, , false
00189402, DistanceSourceToIsocenter, FL, 1, , false
00189403, DistanceObjectToTableTop, FL, 1, , false
00189404, ObjectPixelSpacingInCenterOfBeam, FL, 2, , false
00189405, PositionerPositionSequence, SQ, 1, , false
00189406, TablePositionSequence, SQ, 1, , false
00189407, CollimatorShapeSequence, SQ, 1, , false
00189410, PlanesInAcquisition, CS, 1, , false
00189412, XAXRFFrameCharacteristicsSequence, SQ, 1, , false
00189417, FrameAcquisitionSequence, SQ, 1, , false
00189420, XRayReceptorType, CS, 1, , false
00189423, AcquisitionProtocolName, LO, 1, , false
00189424, AcquisitionProtocolDescription, LT, 1, , false
00189425, ContrastBolusIngredientOpaque, CS, 1, , false
00189426, DistanceReceptorPlaneToDetectorHousing, FL, 1, , false
00189427, IntensifierActiveShape, CS, 1, , false
00189428, IntensifierActiveDimensions, FL, 1-2, , false
00189429, PhysicalDetectorSize, FL, 2, , false
00189430, PositionOfIsocenterProjection, FL, 2, , false
00189432, FieldOfViewSequence, SQ, 1, , false
00189433, FieldOfViewDescription, LO, 1, , false
00189434, ExposureControlSensingRegionsSequence, SQ, 1, , false
00189435, ExposureControlSensingRegionShape, CS, 1, , false
00189436, ExposureControlSensingRegionLeftVerticalEdge, SS, 1, , false
00189437, ExposureControlSensingRegionRightVerticalEdge, SS, 1, , false
00189438, ExposureControlSensingRegionUpperHorizontalEdge, SS, 1, , false
00189439, ExposureControlSensingRegionLowerHorizontalEdge, SS, 1, , false
00189440, CenterOfCircularExposureControlSensingRegion, SS, 2, , false
00189441, RadiusOfCircularExposureControlSensingRegion, US, 1, , false
00189442, VerticesOfThePolygonalExposureControlSensingRegion, SS, 2-n, , false
00189447, ColumnAngulationPatient, FL, 1, , false
00189449, BeamAngle, FL, 1, , false
00189451, FrameDetectorParametersSequence, SQ, 1, , false
00189452, CalculatedAnatomyThickness, FL, 1, , false
00189455, CalibrationSequence, SQ, 1, , false
00189456, ObjectThicknessSequence, SQ, 1, , false
00189457, PlaneIdentification, CS, 1, , false
00189461, FieldOfViewDimensionsInFloat, FL, 1-2, , false
00189462, IsocenterReferenceSystemSequence, SQ, 1, , false
00189463, PositionerIsocenterPrimaryAngle, FL, 1, , false
00189464, PositionerIsocenterSecondaryAngle, FL, 1, , false
00189465, PositionerIsocenterDetectorRotationAngle, FL, 1, , false
00189466, TableXPositionToIsocenter, FL, 1, , false
00189467, TableYPositionToIsocenter, FL, 1, , false
00189468, TableZPositionToIsocenter, FL, 1, , false
00189469, TableHorizontalRotationAngle, FL, 1, , false
00189470, TableHeadTiltAngle, FL, 1, , false
00189471, TableCradleTiltAngle, FL, 1, , false
00189472, FrameDisplayShutterSequence, SQ, 1, , false
00189473, AcquiredImageAreaDoseProduct, FL, 1, , false
00189474, CArmPositionerTabletopRelationship, CS, 1, , false
00189476, XRayGeometrySequence, SQ, 1, , false
00189477, IrradiationEventIdentificationSequence, SQ, 1, , false
00189504, XRay3DFrameTypeSequence, SQ, 1, , false
00189506, ContributingSourcesSequence, SQ, 1, , false
00189507, XRay3DAcquisitionSequence, SQ, 1, , false
00189508, PrimaryPositionerScanArc, FL, 1, , false
00189509, SecondaryPositionerScanArc, FL, 1, , false
00189510, PrimaryPositionerScanStartAngle, FL, 1, , false
00189511, SecondaryPositionerScanStartAngle, FL, 1, , false
00189514, PrimaryPositionerIncrement, FL, 1, , false
00189515, SecondaryPositionerIncrement, FL, 1, , false
00189516, StartAcquisitionDateTime, DT, 1, , false
00189517, EndAcquisitionDateTime, DT, 1, , false
00189518, PrimaryPositionerIncrementSign, SS, 1, , false
00189519, SecondaryPositionerIncrementSign, SS, 1, , false
00189524, ApplicationName, LO, 1, , false
00189525, ApplicationVersion, LO, 1, , false
00189526, ApplicationManufacturer, LO, 1, , false
00189527, AlgorithmType, CS, 1, , false
00189528, AlgorithmDescription, LO, 1, , false
00189530, XRay3DReconstructionSequence, SQ, 1, , false
00189531, ReconstructionDescription, LO, 1, , false
00189538, PerProjectionAcquisitionSequence, SQ, 1, , false
00189541, DetectorPositionSequence, SQ, 1, , false
00189542, XRayAcquisitionDoseSequence, SQ, 1, , false
00189543, XRaySourceIsocenterPrimaryAngle, FD, 1, , false
00189544, XRaySourceIsocenterSecondaryAngle, FD, 1, , false
00189545, BreastSupportIsocenterPrimaryAngle, FD, 1, , false
00189546, BreastSupportIsocenterSecondaryAngle, FD, 1, , false
00189547, BreastSupportXPositionToIsocenter, FD, 1, , false
00189548, BreastSupportYPositionToIsocenter, FD, 1, , false
00189549, BreastSupportZPositionToIsocenter, FD, 1, , false
00189550, DetectorIsocenterPrimaryAngle, FD, 1, , false
00189551, DetectorIsocenterSecondaryAngle, FD, 1, , false
00189552, DetectorXPositionToIsocenter, FD, 1, , false
00189553, DetectorYPositionToIsocenter, FD, 1, , false
00189554, DetectorZPositionToIsocenter, FD, 1, , false
00189555, XRayGridSequence, SQ, 1, , false
00189556, XRayFilterSequence, SQ, 1, , false
00189557, DetectorActiveAreaTLHCPosition, FD, 3, , false
00189558, DetectorActiveAreaOrientation, FD, 6, , false
00189559, PositionerPrimaryAngleDirection, CS, 1, , false
00189601, DiffusionBMatrixSequence, SQ, 1, , false
00189602, DiffusionBValueXX, FD, 1, , false
00189603, DiffusionBValueXY, FD, 1, , false
00189604, DiffusionBValueXZ, FD, 1, , false
00189605, DiffusionBValueYY, FD, 1, , false
00189606, DiffusionBValueYZ, FD, 1, , false
00189607, DiffusionBValueZZ, FD, 1, , false
00189621, FunctionalMRSequence, SQ, 1, , false
00189622, FunctionalSettlingPhaseFramesPresent, CS, 1, , false
00189623, FunctionalSyncPulse, DT, 1, , false
00189624, SettlingPhaseFrame, CS, 1, , false
00189701, DecayCorrectionDateTime, DT, 1, , false
00189715, StartDensityThreshold, FD, 1, , false
00189716, StartRelativeDensityDifferenceThreshold, FD, 1, , false
00189717, StartCardiacTriggerCountThreshold, FD, 1, , false
00189718, StartRespiratoryTriggerCountThreshold, FD, 1, , false
00189719, TerminationCountsThreshold, FD, 1, , false
00189720, TerminationDensityThreshold, FD, 1, , false
00189721, TerminationRelativeDensityThreshold, FD, 1, , false
00189722, TerminationTimeThreshold, FD, 1, , false
00189723, TerminationCardiacTriggerCountThreshold, FD, 1, , false
00189724, TerminationRespiratoryTriggerCountThreshold, FD, 1, , false
00189725, DetectorGeometry, CS, 1, , false
00189726, TransverseDetectorSeparation, FD, 1, , false
00189727, AxialDetectorDimension, FD, 1, , false
00189729, RadiopharmaceuticalAgentNumber, US, 1, , false
00189732, PETFrameAcquisitionSequence, SQ, 1, , false
00189733, PETDetectorMotionDetailsSequence, SQ, 1, , false
00189734, PETTableDynamicsSequence, SQ, 1, , false
00189735, PETPositionSequence, SQ, 1, , false
00189736, PETFrameCorrectionFactorsSequence, SQ, 1, , false
00189737, RadiopharmaceuticalUsageSequence, SQ, 1, , false
00189738, AttenuationCorrectionSource, CS, 1, , false
00189739, NumberOfIterations, US, 1, , false
00189740, NumberOfSubsets, US, 1, , false
00189749, PETReconstructionSequence, SQ, 1, , false
00189751, PETFrameTypeSequence, SQ, 1, , false
00189755, TimeOfFlightInformationUsed, CS, 1, , false
00189756, ReconstructionType, CS, 1, , false
00189758, DecayCorrected, CS, 1, , false
00189759, AttenuationCorrected, CS, 1, , false
00189760, ScatterCorrected, CS, 1, , false
00189761, DeadTimeCorrected, CS, 1, , false
00189762, GantryMotionCorrected, CS, 1, , false
00189763, PatientMotionCorrected, CS, 1, , false
00189764, CountLossNormalizationCorrected, CS, 1, , false
00189765, RandomsCorrected, CS, 1, , false
00189766, NonUniformRadialSamplingCorrected, CS, 1, , false
00189767, SensitivityCalibrated, CS, 1, , false
00189768, DetectorNormalizationCorrection, CS, 1, , false
00189769, IterativeReconstructionMethod, CS, 1, , false
00189770, AttenuationCorrectionTemporalRelationship, CS, 1, , false
00189771, PatientPhysiologicalStateSequence, SQ, 1, , false
00189772, PatientPhysiologicalStateCodeSequence, SQ, 1, , false
00189801, DepthsOfFocus, FD, 1-n, , false
00189803, ExcludedIntervalsSequence, SQ, 1, , false
00189804, ExclusionStartDateTime, DT, 1, , false
00189805, ExclusionDuration, FD, 1, , false
00189806, USImageDescriptionSequence, SQ, 1, , false
00189807, ImageDataTypeSequence, SQ, 1, , false
00189808, DataType, CS, 1, , false
00189809, TransducerScanPatternCodeSequence, SQ, 1, , false
0018980B, AliasedDataType, CS, 1, , false
0018980C, PositionMeasuringDeviceUsed, CS, 1, , false
0018980D, TransducerGeometryCodeSequence, SQ, 1, , false
0018980E, TransducerBeamSteeringCodeSequence, SQ, 1, , false
0018980F, TransducerApplicationCodeSequence, SQ, 1, , false
00189810, ZeroVelocityPixelValue, US or SS, 1, , false
00189900, ReferenceLocationLabel, LO, 1, , false
00189901, ReferenceLocationDescription, UT, 1, , false
00189902, ReferenceBasisCodeSequence, SQ, 1, , false
00189903, ReferenceGeometryCodeSequence, SQ, 1, , false
00189904, OffsetDistance, DS, 1, , false
00189905, OffsetDirection, CS, 1, , false
00189906, PotentialScheduledProtocolCodeSequence, SQ, 1, , false
00189907, PotentialRequestedProcedureCodeSequence, SQ, 1, , false
00189908, PotentialReasonsForProcedure, UC, 1-n, , false
00189909, PotentialReasonsForProcedureCodeSequence, SQ, 1, , false
0018990A, PotentialDiagnosticTasks, UC, 1-n, , false
0018990B, ContraindicationsCodeSequence, SQ, 1, , false
0018990C, ReferencedDefinedProtocolSequence, SQ, 1, , false
0018990D, ReferencedPerformedProtocolSequence, SQ, 1, , false
0018990E, PredecessorProtocolSequence, SQ, 1, , false
0018990F, ProtocolPlanningInformation, UT, 1, , false
00189910, ProtocolDesignRationale, UT, 1, , false
00189911, PatientSpecificationSequence, SQ, 1, , false
00189912, ModelSpecificationSequence, SQ, 1, , false
00189913, ParametersSpecificationSequence, SQ, 1, , false
00189914, InstructionSequence, SQ, 1, , false
00189915, InstructionIndex, US, 1, , false
00189916, InstructionText, LO, 1, , false
00189917, InstructionDescription, UT, 1, , false
00189918, InstructionPerformedFlag, CS, 1, , false
00189919, InstructionPerformedDateTime, DT, 1, , false
0018991A, InstructionPerformanceComment, UT, 1, , false
0018991B, PatientPositioningInstructionSequence, SQ, 1, , false
0018991C, PositioningMethodCodeSequence, SQ, 1, , false
0018991D, PositioningLandmarkSequence, SQ, 1, , false
0018991E, TargetFrameOfReferenceUID, UI, 1, , false
0018991F, AcquisitionProtocolElementSpecificationSequence, SQ, 1, , false
00189920, AcquisitionProtocolElementSequence, SQ, 1, , false
00189921, ProtocolElementNumber, US, 1, , false
00189922, ProtocolElementName, LO, 1, , false
00189923, ProtocolElementCharacteristicsSummary, UT, 1, , false
00189924, ProtocolElementPurpose, UT, 1, , false
00189930, AcquisitionMotion, CS, 1, , false
00189931, AcquisitionStartLocationSequence, SQ, 1, , false
00189932, AcquisitionEndLocationSequence, SQ, 1, , false
00189933, ReconstructionProtocolElementSpecificationSequence, SQ, 1, , false
00189934, ReconstructionProtocolElementSequence, SQ, 1, , false
00189935, StorageProtocolElementSpecificationSequence, SQ, 1, , false
00189936, StorageProtocolElementSequence, SQ, 1, , false
00189937, RequestedSeriesDescription, LO, 1, , false
00189938, SourceAcquisitionProtocolElementNumber, US, 1-n, , false
00189939, SourceAcquisitionBeamNumber, US, 1-n, , false
0018993A, SourceReconstructionProtocolElementNumber, US, 1-n, , false
0018993B, ReconstructionStartLocationSequence, SQ, 1, , false
0018993C, ReconstructionEndLocationSequence, SQ, 1, , false
0018993D, ReconstructionAlgorithmSequence, SQ, 1, , false
0018993E, ReconstructionTargetCenterLocationSequence, SQ, 1, , false
00189941, ImageFilterDescription, UT, 1, , false
00189942, CTDIvolNotificationTrigger, FD, 1, , false
00189943, DLPNotificationTrigger, FD, 1, , false
00189944, AutoKVPSelectionType, CS, 1, , false
00189945, AutoKVPUpperBound, FD, 1, , false
00189946, AutoKVPLowerBound, FD, 1, , false
00189947, ProtocolDefinedPatientPosition, CS, 1, , false
0018A001, ContributingEquipmentSequence, SQ, 1, , false
0018A002, ContributionDateTime, DT, 1, , false
0018A003, ContributionDescription, ST, 1, , false
0020000D, StudyInstanceUID, UI, 1, , false
0020000E, SeriesInstanceUID, UI, 1, , false
00200010, StudyID, SH, 1, , false
00200011, SeriesNumber, IS, 1, , false
00200012, AcquisitionNumber, IS, 1, , false
00200013, InstanceNumber, IS, 1, , false
00200014, IsotopeNumber, IS, 1, RET (1993), true
00200015, PhaseNumber, IS, 1, RET (1993), true
00200016, IntervalNumber, IS, 1, RET (1993), true
00200017, TimeSlotNumber, IS, 1, RET (1993), true
00200018, AngleNumber, IS, 1, RET (1993), true
00200019, ItemNumber, IS, 1, , false
00200020, PatientOrientation, CS, 2, , false
00200022, OverlayNumber, IS, 1, RET (2004), true
00200024, CurveNumber, IS, 1, RET (2004), true
00200026, LUTNumber, IS, 1, RET (2004), true
00200030, ImagePosition, DS, 3, RET, true
00200032, ImagePositionPatient, DS, 3, , false
00200035, ImageOrientation, DS, 6, RET, true
00200037, ImageOrientationPatient, DS, 6, , false
00200050, Location, DS, 1, RET, true
00200052, FrameOfReferenceUID, UI, 1, , false
00200060, Laterality, CS, 1, , false
00200062, ImageLaterality, CS, 1, , false
00200070, ImageGeometryType, LO, 1, RET, true
00200080, MaskingImage, CS, 1-n, RET, true
002000AA, ReportNumber, IS, 1, RET (2009), true
00200100, TemporalPositionIdentifier, IS, 1, , false
00200105, NumberOfTemporalPositions, IS, 1, , false
00200110, TemporalResolution, DS, 1, , false
00200200, SynchronizationFrameOfReferenceUID, UI, 1, , false
00200242, SOPInstanceUIDOfConcatenationSource, UI, 1, , false
00201000, SeriesInStudy, IS, 1, RET (2004), true
00201001, AcquisitionsInSeries, IS, 1, RET, true
00201002, ImagesInAcquisition, IS, 1, , false
00201003, ImagesInSeries, IS, 1, RET (2006), true
00201004, AcquisitionsInStudy, IS, 1, RET (2004), true
00201005, ImagesInStudy, IS, 1, RET (2006), true
00201020, Reference, LO, 1-n, RET, true
0020103F, TargetPositionReferenceIndicator, LO, 1, , false
00201040, PositionReferenceIndicator, LO, 1, , false
00201041, SliceLocation, DS, 1, , false
00201070, OtherStudyNumbers, IS, 1-n, RET (2004), true
00201200, NumberOfPatientRelatedStudies, IS, 1, , false
00201202, NumberOfPatientRelatedSeries, IS, 1, , false
00201204, NumberOfPatientRelatedInstances, IS, 1, , false
00201206, NumberOfStudyRelatedSeries, IS, 1, , false
00201208, NumberOfStudyRelatedInstances, IS, 1, , false
00201209, NumberOfSeriesRelatedInstances, IS, 1, , false
00203100, SourceImageIDs, CS, 1-n, RET, true
00203401, ModifyingDeviceID, CS, 1, RET, true
00203402, ModifiedImageID, CS, 1, RET, true
00203403, ModifiedImageDate, DA, 1, RET, true
00203404, ModifyingDeviceManufacturer, LO, 1, RET, true
00203405, ModifiedImageTime, TM, 1, RET, true
00203406, ModifiedImageDescription, LO, 1, RET, true
00204000, ImageComments, LT, 1, , false
00205000, OriginalImageIdentification, AT, 1-n, RET, true
00205002, OriginalImageIdentificationNomenclature, LO, 1-n, RET, true
00209056, StackID, SH, 1, , false
00209057, InStackPositionNumber, UL, 1, , false
00209071, FrameAnatomySequence, SQ, 1, , false
00209072, FrameLaterality, CS, 1, , false
00209111, FrameContentSequence, SQ, 1, , false
00209113, PlanePositionSequence, SQ, 1, , false
00209116, PlaneOrientationSequence, SQ, 1, , false
00209128, TemporalPositionIndex, UL, 1, , false
00209153, NominalCardiacTriggerDelayTime, FD, 1, , false
00209154, NominalCardiacTriggerTimePriorToRPeak, FL, 1, , false
00209155, ActualCardiacTriggerTimePriorToRPeak, FL, 1, , false
00209156, FrameAcquisitionNumber, US, 1, , false
00209157, DimensionIndexValues, UL, 1-n, , false
00209158, FrameComments, LT, 1, , false
00209161, ConcatenationUID, UI, 1, , false
00209162, InConcatenationNumber, US, 1, , false
00209163, InConcatenationTotalNumber, US, 1, , false
00209164, DimensionOrganizationUID, UI, 1, , false
00209165, DimensionIndexPointer, AT, 1, , false
00209167, FunctionalGroupPointer, AT, 1, , false
00209170, UnassignedSharedConvertedAttributesSequence, SQ, 1, , false
00209171, UnassignedPerFrameConvertedAttributesSequence, SQ, 1, , false
00209172, ConversionSourceAttributesSequence, SQ, 1, , false
00209213, DimensionIndexPrivateCreator, LO, 1, , false
00209221, DimensionOrganizationSequence, SQ, 1, , false
00209222, DimensionIndexSequence, SQ, 1, , false
00209228, ConcatenationFrameOffsetNumber, UL, 1, , false
00209238, FunctionalGroupPrivateCreator, LO, 1, , false
00209241, NominalPercentageOfCardiacPhase, FL, 1, , false
00209245, NominalPercentageOfRespiratoryPhase, FL, 1, , false
00209246, StartingRespiratoryAmplitude, FL, 1, , false
00209247, StartingRespiratoryPhase, CS, 1, , false
00209248, EndingRespiratoryAmplitude, FL, 1, , false
00209249, EndingRespiratoryPhase, CS, 1, , false
00209250, RespiratoryTriggerType, CS, 1, , false
00209251, RRIntervalTimeNominal, FD, 1, , false
00209252, ActualCardiacTriggerDelayTime, FD, 1, , false
00209253, RespiratorySynchronizationSequence, SQ, 1, , false
00209254, RespiratoryIntervalTime, FD, 1, , false
00209255, NominalRespiratoryTriggerDelayTime, FD, 1, , false
00209256, RespiratoryTriggerDelayThreshold, FD, 1, , false
00209257, ActualRespiratoryTriggerDelayTime, FD, 1, , false
00209301, ImagePositionVolume, FD, 3, , false
00209302, ImageOrientationVolume, FD, 6, , false
00209307, UltrasoundAcquisitionGeometry, CS, 1, , false
00209308, ApexPosition, FD, 3, , false
00209309, VolumeToTransducerMappingMatrix, FD, 16, , false
0020930A, VolumeToTableMappingMatrix, FD, 16, , false
0020930B, VolumeToTransducerRelationship, CS, 1, , false
0020930C, PatientFrameOfReferenceSource, CS, 1, , false
0020930D, TemporalPositionTimeOffset, FD, 1, , false
0020930E, PlanePositionVolumeSequence, SQ, 1, , false
0020930F, PlaneOrientationVolumeSequence, SQ, 1, , false
00209310, TemporalPositionSequence, SQ, 1, , false
00209311, DimensionOrganizationType, CS, 1, , false
00209312, VolumeFrameOfReferenceUID, UI, 1, , false
00209313, TableFrameOfReferenceUID, UI, 1, , false
00209421, DimensionDescriptionLabel, LO, 1, , false
00209450, PatientOrientationInFrameSequence, SQ, 1, , false
00209453, FrameLabel, LO, 1, , false
00209518, AcquisitionIndex, US, 1-n, , false
00209529, ContributingSOPInstancesReferenceSequence, SQ, 1, , false
00209536, ReconstructionIndex, US, 1, , false
00220001, LightPathFilterPassThroughWavelength, US, 1, , false
00220002, LightPathFilterPassBand, US, 2, , false
00220003, ImagePathFilterPassThroughWavelength, US, 1, , false
00220004, ImagePathFilterPassBand, US, 2, , false
00220005, PatientEyeMovementCommanded, CS, 1, , false
00220006, PatientEyeMovementCommandCodeSequence, SQ, 1, , false
00220007, SphericalLensPower, FL, 1, , false
00220008, CylinderLensPower, FL, 1, , false
00220009, CylinderAxis, FL, 1, , false
0022000A, EmmetropicMagnification, FL, 1, , false
0022000B, IntraOcularPressure, FL, 1, , false
0022000C, HorizontalFieldOfView, FL, 1, , false
0022000D, PupilDilated, CS, 1, , false
0022000E, DegreeOfDilation, FL, 1, , false
00220010, StereoBaselineAngle, FL, 1, , false
00220011, StereoBaselineDisplacement, FL, 1, , false
00220012, StereoHorizontalPixelOffset, FL, 1, , false
00220013, StereoVerticalPixelOffset, FL, 1, , false
00220014, StereoRotation, FL, 1, , false
00220015, AcquisitionDeviceTypeCodeSequence, SQ, 1, , false
00220016, IlluminationTypeCodeSequence, SQ, 1, , false
00220017, LightPathFilterTypeStackCodeSequence, SQ, 1, , false
00220018, ImagePathFilterTypeStackCodeSequence, SQ, 1, , false
00220019, LensesCodeSequence, SQ, 1, , false
0022001A, ChannelDescriptionCodeSequence, SQ, 1, , false
0022001B, RefractiveStateSequence, SQ, 1, , false
0022001C, MydriaticAgentCodeSequence, SQ, 1, , false
0022001D, RelativeImagePositionCodeSequence, SQ, 1, , false
0022001E, CameraAngleOfView, FL, 1, , false
00220020, StereoPairsSequence, SQ, 1, , false
00220021, LeftImageSequence, SQ, 1, , false
00220022, RightImageSequence, SQ, 1, , false
00220028, StereoPairsPresent, CS, 1, , false
00220030, AxialLengthOfTheEye, FL, 1, , false
00220031, OphthalmicFrameLocationSequence, SQ, 1, , false
00220032, ReferenceCoordinates, FL, 2-2n, , false
00220035, DepthSpatialResolution, FL, 1, , false
00220036, MaximumDepthDistortion, FL, 1, , false
00220037, AlongScanSpatialResolution, FL, 1, , false
00220038, MaximumAlongScanDistortion, FL, 1, , false
00220039, OphthalmicImageOrientation, CS, 1, , false
00220041, DepthOfTransverseImage, FL, 1, , false
00220042, MydriaticAgentConcentrationUnitsSequence, SQ, 1, , false
00220048, AcrossScanSpatialResolution, FL, 1, , false
00220049, MaximumAcrossScanDistortion, FL, 1, , false
0022004E, MydriaticAgentConcentration, DS, 1, , false
00220055, IlluminationWaveLength, FL, 1, , false
00220056, IlluminationPower, FL, 1, , false
00220057, IlluminationBandwidth, FL, 1, , false
00220058, MydriaticAgentSequence, SQ, 1, , false
00221007, OphthalmicAxialMeasurementsRightEyeSequence, SQ, 1, , false
00221008, OphthalmicAxialMeasurementsLeftEyeSequence, SQ, 1, , false
00221009, OphthalmicAxialMeasurementsDeviceType, CS, 1, , false
00221010, OphthalmicAxialLengthMeasurementsType, CS, 1, , false
00221012, OphthalmicAxialLengthSequence, SQ, 1, , false
00221019, OphthalmicAxialLength, FL, 1, , false
00221024, LensStatusCodeSequence, SQ, 1, , false
00221025, VitreousStatusCodeSequence, SQ, 1, , false
00221028, IOLFormulaCodeSequence, SQ, 1, , false
00221029, IOLFormulaDetail, LO, 1, , false
00221033, KeratometerIndex, FL, 1, , false
00221035, SourceOfOphthalmicAxialLengthCodeSequence, SQ, 1, , false
00221036, SourceOfCornealSizeDataCodeSequence, SQ, 1, , false
00221037, TargetRefraction, FL, 1, , false
00221039, RefractiveProcedureOccurred, CS, 1, , false
